Report Date,Health District,Age Group Type,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
07/16/2023,Arlington,Case Age Group,40-49 Years,9711,133,18
07/16/2023,Arlington,Case Age Group,50-59 Years,6904,192,26
07/16/2023,Arlington,Case Age Group,60-69 Years,4130,228,48
07/16/2023,Arlington,Case Age Group,70-79 Years,2407,284,85
07/16/2023,Arlington,Case Age Group,80+ Years,1466,364,191
07/16/2023,Arlington,Case Age Group,Missing,10,0,0
07/16/2023,Fairfax,Case Age Group,0-9 Years,27366,109,1
07/16/2023,Fairfax,Case Age Group,10-19 Years,32486,74,1
07/16/2023,Fairfax,Case Age Group,20-29 Years,43636,206,8
07/16/2023,Fairfax,Case Age Group,30-39 Years,44957,389,23
07/16/2023,Fairfax,Case Age Group,40-49 Years,41566,603,47
07/16/2023,Fairfax,Case Age Group,50-59 Years,36093,862,137
07/16/2023,Fairfax,Case Age Group,60-69 Years,24472,985,231
07/16/2023,Fairfax,Case Age Group,70-79 Years,12561,903,376
07/16/2023,Fairfax,Case Age Group,80+ Years,8789,1249,966
07/16/2023,Fairfax,Case Age Group,Missing,23,0,0
07/16/2023,Loudoun,Case Age Group,0-9 Years,11244,64,0
07/16/2023,Loudoun,Case Age Group,10-19 Years,14246,24,2
07/16/2023,Loudoun,Case Age Group,20-29 Years,13510,71,3
07/16/2023,Loudoun,Case Age Group,30-39 Years,15748,152,3
07/16/2023,Loudoun,Case Age Group,40-49 Years,17130,248,13
07/16/2023,Loudoun,Case Age Group,50-59 Years,14419,334,30
07/16/2023,Loudoun,Case Age Group,60-69 Years,7336,323,46
07/16/2023,Loudoun,Case Age Group,70-79 Years,3528,395,100
07/16/2023,Loudoun,Case Age Group,80+ Years,2243,493,252
07/16/2023,Loudoun,Case Age Group,Missing,75,0,0
07/16/2023,Prince William,Case Age Group,0-9 Years,14955,216,0
07/16/2023,Prince William,Case Age Group,10-19 Years,18220,186,0
07/16/2023,Prince William,Case Age Group,20-29 Years,24823,360,10
07/16/2023,Prince William,Case Age Group,30-39 Years,24881,514,26
07/16/2023,Prince William,Case Age Group,40-49 Years,23645,613,46
07/16/2023,Prince William,Case Age Group,50-59 Years,20511,749,107
07/16/2023,Prince William,Case Age Group,60-69 Years,11541,596,196
07/16/2023,Prince William,Case Age Group,70-79 Years,5266,484,231
07/16/2023,Prince William,Case Age Group,80+ Years,2731,364,335
07/16/2023,Prince William,Case Age Group,Missing,185,0,0
07/15/2023,Alexandria,Case Age Group,0-9 Years,5131,17,0
07/15/2023,Alexandria,Case Age Group,10-19 Years,3667,18,0
07/15/2023,Alexandria,Case Age Group,20-29 Years,8234,42,2
07/15/2023,Alexandria,Case Age Group,30-39 Years,10849,101,3
07/15/2023,Alexandria,Case Age Group,40-49 Years,7165,121,13
07/15/2023,Alexandria,Case Age Group,50-59 Years,5146,145,24
07/15/2023,Alexandria,Case Age Group,60-69 Years,3174,155,38
07/15/2023,Alexandria,Case Age Group,70-79 Years,1672,126,59
07/15/2023,Alexandria,Case Age Group,80+ Years,1029,106,94
07/15/2023,Alexandria,Case Age Group,Missing,6,0,0
07/15/2023,Arlington,Case Age Group,0-9 Years,6577,28,1
07/15/2023,Arlington,Case Age Group,10-19 Years,6340,16,0
07/15/2023,Arlington,Case Age Group,20-29 Years,16436,51,0
07/15/2023,Arlington,Case Age Group,30-39 Years,13489,100,2
07/15/2023,Arlington,Case Age Group,40-49 Years,9711,133,18
07/15/2023,Arlington,Case Age Group,50-59 Years,6902,192,26
07/15/2023,Arlington,Case Age Group,60-69 Years,4128,228,48
07/15/2023,Arlington,Case Age Group,70-79 Years,2407,284,85
07/15/2023,Arlington,Case Age Group,80+ Years,1466,364,191
07/15/2023,Arlington,Case Age Group,Missing,10,0,0
07/15/2023,Fairfax,Case Age Group,0-9 Years,27366,109,1
07/15/2023,Fairfax,Case Age Group,10-19 Years,32484,74,1
07/15/2023,Fairfax,Case Age Group,20-29 Years,43636,206,8
07/15/2023,Fairfax,Case Age Group,30-39 Years,44955,389,23
07/15/2023,Fairfax,Case Age Group,40-49 Years,41557,603,47
07/15/2023,Fairfax,Case Age Group,50-59 Years,36090,862,137
07/15/2023,Fairfax,Case Age Group,60-69 Years,24469,985,231
07/15/2023,Fairfax,Case Age Group,70-79 Years,12558,903,376
07/15/2023,Fairfax,Case Age Group,80+ Years,8786,1249,966
07/15/2023,Fairfax,Case Age Group,Missing,23,0,0
07/15/2023,Loudoun,Case Age Group,0-9 Years,11241,64,0
07/15/2023,Loudoun,Case Age Group,10-19 Years,14243,24,2
07/15/2023,Loudoun,Case Age Group,20-29 Years,13507,70,3
07/15/2023,Loudoun,Case Age Group,30-39 Years,15746,152,3
07/15/2023,Loudoun,Case Age Group,40-49 Years,17127,248,13
07/15/2023,Loudoun,Case Age Group,50-59 Years,14419,334,30
07/15/2023,Loudoun,Case Age Group,60-69 Years,7335,323,46
07/15/2023,Loudoun,Case Age Group,70-79 Years,3527,395,100
07/15/2023,Loudoun,Case Age Group,80+ Years,2243,493,252
07/15/2023,Loudoun,Case Age Group,Missing,77,0,0
07/15/2023,Prince William,Case Age Group,0-9 Years,14953,216,0
07/15/2023,Prince William,Case Age Group,10-19 Years,18218,186,0
07/15/2023,Prince William,Case Age Group,20-29 Years,24822,360,10
07/15/2023,Prince William,Case Age Group,30-39 Years,24878,514,26
07/15/2023,Prince William,Case Age Group,40-49 Years,23643,613,46
07/15/2023,Prince William,Case Age Group,50-59 Years,20508,749,107
07/15/2023,Prince William,Case Age Group,60-69 Years,11540,596,196
07/15/2023,Prince William,Case Age Group,70-79 Years,5265,484,231
07/15/2023,Prince William,Case Age Group,80+ Years,2730,364,335
07/15/2023,Prince William,Case Age Group,Missing,185,0,0
07/14/2023,Alexandria,Case Age Group,0-9 Years,5131,17,0
07/14/2023,Alexandria,Case Age Group,10-19 Years,3667,18,0
07/14/2023,Alexandria,Case Age Group,20-29 Years,8232,42,2
07/14/2023,Alexandria,Case Age Group,30-39 Years,10847,101,3
07/14/2023,Alexandria,Case Age Group,40-49 Years,7167,121,13
07/14/2023,Alexandria,Case Age Group,50-59 Years,5146,145,24
07/14/2023,Alexandria,Case Age Group,60-69 Years,3174,155,38
07/14/2023,Alexandria,Case Age Group,70-79 Years,1672,126,59
07/14/2023,Alexandria,Case Age Group,80+ Years,1029,106,94
07/14/2023,Alexandria,Case Age Group,Missing,6,0,0
07/14/2023,Arlington,Case Age Group,0-9 Years,6576,28,1
07/14/2023,Arlington,Case Age Group,10-19 Years,6339,16,0
07/14/2023,Arlington,Case Age Group,20-29 Years,16433,51,0
07/14/2023,Arlington,Case Age Group,30-39 Years,13491,100,2
07/14/2023,Arlington,Case Age Group,40-49 Years,9713,133,18
07/14/2023,Arlington,Case Age Group,50-59 Years,6900,192,26
07/14/2023,Arlington,Case Age Group,60-69 Years,4130,228,48
07/14/2023,Arlington,Case Age Group,70-79 Years,2406,284,85
07/14/2023,Arlington,Case Age Group,80+ Years,1465,364,191
07/14/2023,Arlington,Case Age Group,Missing,10,0,0
07/14/2023,Fairfax,Case Age Group,0-9 Years,27361,109,1
07/14/2023,Fairfax,Case Age Group,10-19 Years,32480,74,1
07/14/2023,Fairfax,Case Age Group,20-29 Years,43634,206,8
07/14/2023,Fairfax,Case Age Group,30-39 Years,44954,389,23
07/14/2023,Fairfax,Case Age Group,40-49 Years,41557,603,47
07/14/2023,Fairfax,Case Age Group,50-59 Years,36087,862,137
07/14/2023,Fairfax,Case Age Group,60-69 Years,24467,985,231
07/14/2023,Fairfax,Case Age Group,70-79 Years,12555,903,376
07/14/2023,Fairfax,Case Age Group,80+ Years,8786,1249,966
07/14/2023,Fairfax,Case Age Group,Missing,23,0,0
07/14/2023,Loudoun,Case Age Group,0-9 Years,11236,64,0
07/14/2023,Loudoun,Case Age Group,10-19 Years,14245,24,2
07/14/2023,Loudoun,Case Age Group,20-29 Years,13504,70,3
07/14/2023,Loudoun,Case Age Group,30-39 Years,15742,152,3
07/14/2023,Loudoun,Case Age Group,40-49 Years,17128,248,13
07/14/2023,Loudoun,Case Age Group,50-59 Years,14415,334,30
07/14/2023,Loudoun,Case Age Group,60-69 Years,7333,323,46
07/14/2023,Loudoun,Case Age Group,70-79 Years,3527,395,100
07/14/2023,Loudoun,Case Age Group,80+ Years,2244,493,252
07/14/2023,Loudoun,Case Age Group,Missing,81,0,0
07/14/2023,Prince William,Case Age Group,0-9 Years,14949,216,0
07/14/2023,Prince William,Case Age Group,10-19 Years,18218,186,0
07/14/2023,Prince William,Case Age Group,20-29 Years,24820,360,10
07/14/2023,Prince William,Case Age Group,30-39 Years,24877,514,26
07/14/2023,Prince William,Case Age Group,40-49 Years,23643,613,46
07/14/2023,Prince William,Case Age Group,50-59 Years,20507,749,107
07/14/2023,Prince William,Case Age Group,60-69 Years,11538,596,196
07/14/2023,Prince William,Case Age Group,70-79 Years,5265,484,231
07/14/2023,Prince William,Case Age Group,80+ Years,2729,364,335
07/14/2023,Prince William,Case Age Group,Missing,185,0,0
07/13/2023,Alexandria,Case Age Group,0-9 Years,5130,17,0
07/13/2023,Alexandria,Case Age Group,10-19 Years,3667,18,0
07/13/2023,Alexandria,Case Age Group,20-29 Years,8230,42,2
07/13/2023,Alexandria,Case Age Group,30-39 Years,10846,101,3
07/13/2023,Alexandria,Case Age Group,40-49 Years,7167,121,13
07/13/2023,Alexandria,Case Age Group,50-59 Years,5145,145,24
07/13/2023,Alexandria,Case Age Group,60-69 Years,3174,155,38
07/13/2023,Alexandria,Case Age Group,70-79 Years,1672,126,59
07/13/2023,Alexandria,Case Age Group,80+ Years,1029,106,94
07/13/2023,Alexandria,Case Age Group,Missing,6,0,0
07/13/2023,Arlington,Case Age Group,0-9 Years,6576,28,1
07/13/2023,Arlington,Case Age Group,10-19 Years,6339,16,0
07/13/2023,Arlington,Case Age Group,20-29 Years,16433,51,0
07/13/2023,Arlington,Case Age Group,30-39 Years,13489,100,2
07/13/2023,Arlington,Case Age Group,40-49 Years,9712,133,18
07/13/2023,Arlington,Case Age Group,50-59 Years,6901,192,26
07/13/2023,Arlington,Case Age Group,60-69 Years,4130,228,48
07/13/2023,Arlington,Case Age Group,70-79 Years,2406,284,85
07/13/2023,Arlington,Case Age Group,80+ Years,1464,364,191
07/13/2023,Arlington,Case Age Group,Missing,10,0,0
07/13/2023,Fairfax,Case Age Group,0-9 Years,27357,109,1
07/13/2023,Fairfax,Case Age Group,10-19 Years,32476,74,1
07/13/2023,Fairfax,Case Age Group,20-29 Years,43631,206,8
07/13/2023,Fairfax,Case Age Group,30-39 Years,44949,389,23
07/13/2023,Fairfax,Case Age Group,40-49 Years,41555,603,47
07/13/2023,Fairfax,Case Age Group,50-59 Years,36085,862,137
07/13/2023,Fairfax,Case Age Group,60-69 Years,24466,985,231
07/13/2023,Fairfax,Case Age Group,70-79 Years,12554,903,376
07/13/2023,Fairfax,Case Age Group,80+ Years,8786,1249,966
07/13/2023,Fairfax,Case Age Group,Missing,23,0,0
07/13/2023,Loudoun,Case Age Group,0-9 Years,11236,64,0
07/13/2023,Loudoun,Case Age Group,10-19 Years,14244,24,2
07/13/2023,Loudoun,Case Age Group,20-29 Years,13503,70,3
07/13/2023,Loudoun,Case Age Group,30-39 Years,15740,152,3
07/13/2023,Loudoun,Case Age Group,40-49 Years,17128,248,13
07/13/2023,Loudoun,Case Age Group,50-59 Years,14413,334,30
07/13/2023,Loudoun,Case Age Group,60-69 Years,7331,323,46
07/13/2023,Loudoun,Case Age Group,70-79 Years,3525,395,100
07/13/2023,Loudoun,Case Age Group,80+ Years,2244,493,252
07/13/2023,Loudoun,Case Age Group,Missing,83,0,0
07/13/2023,Prince William,Case Age Group,0-9 Years,14947,215,0
07/13/2023,Prince William,Case Age Group,10-19 Years,18218,186,0
07/13/2023,Prince William,Case Age Group,20-29 Years,24818,360,10
07/13/2023,Prince William,Case Age Group,30-39 Years,24874,514,26
07/13/2023,Prince William,Case Age Group,40-49 Years,23642,613,46
07/13/2023,Prince William,Case Age Group,50-59 Years,20505,749,107
07/13/2023,Prince William,Case Age Group,60-69 Years,11538,596,196
07/13/2023,Prince William,Case Age Group,70-79 Years,5265,484,231
07/13/2023,Prince William,Case Age Group,80+ Years,2728,364,335
07/13/2023,Prince William,Case Age Group,Missing,185,0,0
07/12/2023,Alexandria,Case Age Group,0-9 Years,5127,17,0
07/12/2023,Alexandria,Case Age Group,10-19 Years,3667,18,0
07/12/2023,Alexandria,Case Age Group,20-29 Years,8230,42,2
07/12/2023,Alexandria,Case Age Group,30-39 Years,10844,101,3
07/12/2023,Alexandria,Case Age Group,40-49 Years,7167,121,13
07/12/2023,Alexandria,Case Age Group,50-59 Years,5145,145,24
07/12/2023,Alexandria,Case Age Group,60-69 Years,3172,155,38
07/12/2023,Alexandria,Case Age Group,70-79 Years,1672,126,59
07/12/2023,Alexandria,Case Age Group,80+ Years,1030,106,94
07/12/2023,Alexandria,Case Age Group,Missing,6,0,0
07/12/2023,Arlington,Case Age Group,0-9 Years,6576,28,1
07/12/2023,Arlington,Case Age Group,10-19 Years,6339,16,0
07/12/2023,Arlington,Case Age Group,20-29 Years,16432,51,0
07/12/2023,Arlington,Case Age Group,30-39 Years,13489,100,2
07/12/2023,Arlington,Case Age Group,40-49 Years,9708,133,18
07/12/2023,Arlington,Case Age Group,50-59 Years,6900,192,26
07/12/2023,Arlington,Case Age Group,60-69 Years,4131,228,48
07/12/2023,Arlington,Case Age Group,70-79 Years,2406,284,85
07/12/2023,Arlington,Case Age Group,80+ Years,1464,364,191
07/12/2023,Arlington,Case Age Group,Missing,10,0,0
07/12/2023,Fairfax,Case Age Group,0-9 Years,27354,109,1
07/12/2023,Fairfax,Case Age Group,10-19 Years,32476,74,1
07/12/2023,Fairfax,Case Age Group,20-29 Years,43631,206,8
07/12/2023,Fairfax,Case Age Group,30-39 Years,44941,389,23
07/12/2023,Fairfax,Case Age Group,40-49 Years,41552,603,47
07/12/2023,Fairfax,Case Age Group,50-59 Years,36079,862,137
07/12/2023,Fairfax,Case Age Group,60-69 Years,24466,985,231
07/12/2023,Fairfax,Case Age Group,70-79 Years,12550,903,376
07/12/2023,Fairfax,Case Age Group,80+ Years,8786,1249,966
07/12/2023,Fairfax,Case Age Group,Missing,23,0,0
07/12/2023,Loudoun,Case Age Group,0-9 Years,11235,64,0
07/12/2023,Loudoun,Case Age Group,10-19 Years,14244,24,2
07/12/2023,Loudoun,Case Age Group,20-29 Years,13498,70,3
07/12/2023,Loudoun,Case Age Group,30-39 Years,15742,152,3
07/12/2023,Loudoun,Case Age Group,40-49 Years,17116,248,13
07/12/2023,Loudoun,Case Age Group,50-59 Years,14413,334,30
07/12/2023,Loudoun,Case Age Group,60-69 Years,7332,323,46
07/12/2023,Loudoun,Case Age Group,70-79 Years,3527,395,100
07/12/2023,Loudoun,Case Age Group,80+ Years,2245,493,252
07/12/2023,Loudoun,Case Age Group,Missing,84,0,0
07/12/2023,Prince William,Case Age Group,0-9 Years,14943,215,0
07/12/2023,Prince William,Case Age Group,10-19 Years,18220,186,0
07/12/2023,Prince William,Case Age Group,20-29 Years,24816,360,10
07/12/2023,Prince William,Case Age Group,30-39 Years,24868,514,26
07/12/2023,Prince William,Case Age Group,40-49 Years,23643,613,46
07/12/2023,Prince William,Case Age Group,50-59 Years,20501,749,107
07/12/2023,Prince William,Case Age Group,60-69 Years,11537,595,196
07/12/2023,Prince William,Case Age Group,70-79 Years,5265,485,231
07/12/2023,Prince William,Case Age Group,80+ Years,2728,364,335
07/12/2023,Prince William,Case Age Group,Missing,185,0,0
07/11/2023,Alexandria,Case Age Group,0-9 Years,5127,17,0
07/11/2023,Alexandria,Case Age Group,10-19 Years,3667,18,0
07/11/2023,Alexandria,Case Age Group,20-29 Years,8228,42,2
07/11/2023,Alexandria,Case Age Group,30-39 Years,10843,101,3
07/11/2023,Alexandria,Case Age Group,40-49 Years,7167,121,13
07/11/2023,Alexandria,Case Age Group,50-59 Years,5145,145,24
07/11/2023,Alexandria,Case Age Group,60-69 Years,3172,155,38
07/11/2023,Alexandria,Case Age Group,70-79 Years,1672,126,59
07/11/2023,Alexandria,Case Age Group,80+ Years,1029,106,94
07/11/2023,Alexandria,Case Age Group,Missing,6,0,0
07/11/2023,Arlington,Case Age Group,0-9 Years,6576,28,1
07/11/2023,Arlington,Case Age Group,10-19 Years,6338,16,0
07/11/2023,Arlington,Case Age Group,20-29 Years,16429,51,0
07/11/2023,Arlington,Case Age Group,30-39 Years,13488,100,2
07/11/2023,Arlington,Case Age Group,40-49 Years,9710,133,18
07/11/2023,Arlington,Case Age Group,50-59 Years,6895,192,26
07/11/2023,Arlington,Case Age Group,60-69 Years,4134,228,48
07/11/2023,Arlington,Case Age Group,70-79 Years,2407,284,85
07/11/2023,Arlington,Case Age Group,80+ Years,1463,364,191
07/11/2023,Arlington,Case Age Group,Missing,10,0,0
07/11/2023,Fairfax,Case Age Group,0-9 Years,27349,109,1
07/11/2023,Fairfax,Case Age Group,10-19 Years,32474,74,1
07/11/2023,Fairfax,Case Age Group,20-29 Years,43630,206,8
07/11/2023,Fairfax,Case Age Group,30-39 Years,44939,389,23
07/11/2023,Fairfax,Case Age Group,40-49 Years,41550,603,47
07/11/2023,Fairfax,Case Age Group,50-59 Years,36067,862,137
07/11/2023,Fairfax,Case Age Group,60-69 Years,24464,985,231
07/11/2023,Fairfax,Case Age Group,70-79 Years,12542,903,376
07/11/2023,Fairfax,Case Age Group,80+ Years,8779,1249,966
07/11/2023,Fairfax,Case Age Group,Missing,23,0,0
07/11/2023,Loudoun,Case Age Group,0-9 Years,11234,64,0
07/11/2023,Loudoun,Case Age Group,10-19 Years,14242,24,2
07/11/2023,Loudoun,Case Age Group,20-29 Years,13495,70,3
07/11/2023,Loudoun,Case Age Group,30-39 Years,15741,152,3
07/11/2023,Loudoun,Case Age Group,40-49 Years,17113,248,13
07/11/2023,Loudoun,Case Age Group,50-59 Years,14411,334,30
07/11/2023,Loudoun,Case Age Group,60-69 Years,7330,323,46
07/11/2023,Loudoun,Case Age Group,70-79 Years,3527,395,100
07/11/2023,Loudoun,Case Age Group,80+ Years,2244,493,252
07/11/2023,Loudoun,Case Age Group,Missing,84,0,0
07/11/2023,Prince William,Case Age Group,0-9 Years,14942,215,0
07/11/2023,Prince William,Case Age Group,10-19 Years,18221,186,0
07/11/2023,Prince William,Case Age Group,20-29 Years,24813,360,10
07/11/2023,Prince William,Case Age Group,30-39 Years,24866,514,26
07/11/2023,Prince William,Case Age Group,40-49 Years,23642,613,46
07/11/2023,Prince William,Case Age Group,50-59 Years,20495,749,107
07/11/2023,Prince William,Case Age Group,60-69 Years,11535,595,196
07/11/2023,Prince William,Case Age Group,70-79 Years,5266,485,231
07/11/2023,Prince William,Case Age Group,80+ Years,2727,364,335
07/11/2023,Prince William,Case Age Group,Missing,185,0,0
07/10/2023,Alexandria,Case Age Group,0-9 Years,5127,17,0
07/10/2023,Alexandria,Case Age Group,10-19 Years,3666,18,0
07/10/2023,Alexandria,Case Age Group,20-29 Years,8227,42,2
07/10/2023,Alexandria,Case Age Group,30-39 Years,10842,101,3
07/10/2023,Alexandria,Case Age Group,40-49 Years,7166,121,13
07/10/2023,Alexandria,Case Age Group,50-59 Years,5145,145,24
07/10/2023,Alexandria,Case Age Group,60-69 Years,3172,155,38
07/10/2023,Alexandria,Case Age Group,70-79 Years,1673,126,59
07/10/2023,Alexandria,Case Age Group,80+ Years,1028,106,94
07/10/2023,Alexandria,Case Age Group,Missing,6,0,0
07/10/2023,Arlington,Case Age Group,0-9 Years,6576,28,1
07/10/2023,Arlington,Case Age Group,10-19 Years,6338,16,0
07/10/2023,Arlington,Case Age Group,20-29 Years,16427,51,0
07/10/2023,Arlington,Case Age Group,30-39 Years,13490,100,2
07/10/2023,Arlington,Case Age Group,40-49 Years,9708,133,18
07/10/2023,Arlington,Case Age Group,50-59 Years,6895,192,26
07/10/2023,Arlington,Case Age Group,60-69 Years,4134,228,48
07/10/2023,Arlington,Case Age Group,70-79 Years,2406,284,85
07/10/2023,Arlington,Case Age Group,80+ Years,1463,364,191
07/10/2023,Arlington,Case Age Group,Missing,10,0,0
07/10/2023,Fairfax,Case Age Group,0-9 Years,27342,109,1
07/10/2023,Fairfax,Case Age Group,10-19 Years,32475,74,1
07/10/2023,Fairfax,Case Age Group,20-29 Years,43623,206,8
07/10/2023,Fairfax,Case Age Group,30-39 Years,44933,389,23
07/10/2023,Fairfax,Case Age Group,40-49 Years,41549,603,47
07/10/2023,Fairfax,Case Age Group,50-59 Years,36057,862,137
07/10/2023,Fairfax,Case Age Group,60-69 Years,24460,985,231
07/10/2023,Fairfax,Case Age Group,70-79 Years,12538,903,376
07/10/2023,Fairfax,Case Age Group,80+ Years,8778,1249,966
07/10/2023,Fairfax,Case Age Group,Missing,23,0,0
07/10/2023,Loudoun,Case Age Group,0-9 Years,11233,64,0
07/10/2023,Loudoun,Case Age Group,10-19 Years,14242,24,2
07/10/2023,Loudoun,Case Age Group,20-29 Years,13492,70,3
07/10/2023,Loudoun,Case Age Group,30-39 Years,15736,152,3
07/10/2023,Loudoun,Case Age Group,40-49 Years,17108,248,13
07/10/2023,Loudoun,Case Age Group,50-59 Years,14410,334,30
07/10/2023,Loudoun,Case Age Group,60-69 Years,7329,323,46
07/10/2023,Loudoun,Case Age Group,70-79 Years,3526,393,100
07/10/2023,Loudoun,Case Age Group,80+ Years,2242,493,252
07/10/2023,Loudoun,Case Age Group,Missing,88,0,0
07/10/2023,Prince William,Case Age Group,0-9 Years,14941,215,0
07/10/2023,Prince William,Case Age Group,10-19 Years,18219,186,0
07/10/2023,Prince William,Case Age Group,20-29 Years,24816,360,10
07/10/2023,Prince William,Case Age Group,30-39 Years,24862,514,26
07/10/2023,Prince William,Case Age Group,40-49 Years,23640,613,46
07/10/2023,Prince William,Case Age Group,50-59 Years,20494,749,107
07/10/2023,Prince William,Case Age Group,60-69 Years,11534,595,196
07/10/2023,Prince William,Case Age Group,70-79 Years,5263,485,231
07/10/2023,Prince William,Case Age Group,80+ Years,2727,364,335
07/10/2023,Prince William,Case Age Group,Missing,185,0,0
07/09/2023,Alexandria,Case Age Group,0-9 Years,5127,17,0
07/09/2023,Alexandria,Case Age Group,10-19 Years,3666,18,0
